"","Gene 1","Gene 2","Gene 3","Gene 4","Gene 5","Gene 6","Gene 7","Gene 8","Gene 9","Gene 10","Gene 11","Gene 12","Gene 13","Gene 14","Gene 15","Gene 16","Gene 17","Gene 18","Gene 19","Gene 20","Gene 21","Gene 22","Gene 23","Gene 24","Gene 25","Gene 26","Gene 27","Gene 28","Gene 29","Gene 30","Gene 31","Gene 32","Gene 33","Gene 34","Gene 35","Gene 36","Gene 37","Gene 38","Gene 39","Gene 40","Gene 41","Gene 42","Gene 43","Gene 44","Gene 45","Gene 46","Gene 47","Gene 48","Gene 49","Gene 50","Gene 51","Gene 52","Gene 53","Gene 54","Gene 55","Gene 56","Gene 57","Gene 58","Gene 59","Gene 60","Gene 61","Gene 62","Gene 63","Gene 64","Gene 65","Gene 66","Gene 67","Gene 68","Gene 69","Gene 70","Gene 71","Gene 72","Gene 73","Gene 74","Gene 75","Gene 76","Gene 77","Gene 78","Gene 79","Gene 80","Gene 81","Gene 82","Gene 83","Gene 84","Gene 85","Gene 86","Gene 87","Gene 88","Gene 89","Gene 90","Gene 91","Gene 92","Gene 93","Gene 94","Gene 95","Gene 96","Gene 97","Gene 98","Gene 99","Gene 100"
"Cell 1",23.3909276048996,30.5254279236161,22.5292123404251,24.2253026629685,19.3749138874655,11.66581033605,22.6529674858456,12.9208135742864,34.867521400045,8.68680073969936,21.0799833461278,16.8350953493401,18.2547327135643,9.31774625046934,0.544063733825632,15.8676988899954,16.3524027458182,15.2848060796457,18.3532784483745,78.1558451881315,34.2703661501404,25.2403488070575,9.00521644782766,12.6587045567551,22.6918510872627,9.83688817244422,5.39663772345472,7.62019918076703,13.3310789513107,12.5758053235784,1.82359298511566,13.0027816452591,6.72259041877443,16.7990518969184,1.52205851346722,8.25488830473245,10.6970246803034,20.1670163629118,36.4941190343898,9.59021818897307,11.9268134313159,7.47287981028248,11.1818001817762,10.0142551760046,9.99123382791136,6.8818407173563,2.90799996553725,5.41513229016244,11.1673208563825,1.20050479869371,5.40641516733817,0.846191116725383,1.5490805486626,10.4650001553965,1.66637801708377,4.33996223790198,3.42050273575539,17.9349342847053,11.9173812196262,25.2111961154793,16.48018776687,0.356984812187622,6.19012360236817,9.19322190251498,-0.174668328485019,1.52647823975355,3.89853544074883,3.57580512772599,3.70379248468914,1.63456936526269,7.56718181738674,4.2658577019959,2.62069901422328,1.36562167273097,18.1256939830251,4.57703289775651,1.06565057630388,6.64337910247354,0.412282796390956,6.18464406360057,3.02324247404668,0.754552808051367,4.77380441131437,10.502404037718,2.02640419535292,2.59630470315376,8.8104328193469,15.2484837350344,1.01171611288071,4.037505157927,0.699319990688952,0.938839252461376,2.72042091307898,0.900058634219761,-0.0711428176548746,0.635297807138883,0.199133042090329,2.28264397924026,1.49882787721955,1.20762700836183
"Cell 2",22.8173914990418,29.1301216387711,20.4688929120169,23.2885420248761,19.3483396019462,10.8443508983218,24.9472944738586,12.3231534681575,34.2866007756422,10.1805872569032,22.475798421531,18.3402277748478,17.43713462817,10.2492401558997,2.80086167741818,16.5450580796369,15.6493396286218,14.1136727673999,19.1565173682894,75.3096340479174,34.3165329203717,24.2526149199292,8.28455063706187,12.3631758101125,22.770502177728,9.85739232779271,5.17613412693516,9.64050563376816,16.6378412400958,9.79801420067895,0.595730929940175,11.6417367084727,8.59600328852045,16.9768800132724,0.92385464737547,9.71704964203652,11.082540118157,19.7232447620359,33.3775547809593,10.7195228358653,11.8521435243397,10.2895957771543,10.3172265475759,11.2479381941325,10.358680630167,6.06831917132997,2.4720211360907,6.84424963868987,10.5948685106235,2.00674669682422,5.0888033281432,0.0466112138873643,2.14957879282672,12.6692258647858,4.50475105817933,3.54713573786853,5.22223671377353,18.5374635421512,14.4854733418506,26.2792066037307,16.4220780872027,-0.962077066775551,7.40347558665765,8.13078823546042,-1.26757498101462,1.13293866279103,5.31340589690245,3.44878252091793,4.66834981592667,-0.95044516716347,8.70734077354532,2.6965474652679,3.56388338078885,1.91979885080437,18.3276557743246,6.00630194466488,-1.01200269495039,6.79023443422415,0.349842774348678,6.28466534763364,3.36667436967069,-1.21180978163867,5.71019420952331,9.76681442617296,0.798997976527532,-0.247956558421399,9.0382998663853,15.7212554363469,-0.200758701389587,5.01594640941596,2.38256885957823,1.6180798043766,-1.19470872225203,-1.14021715022234,0.502140442764854,0.417779977073721,0.437871471983386,0.326987630034726,0.258996122550873,-0.530255762963738
"Cell 3",21.6650972719621,28.1322362370647,19.9534236568248,24.4335188426663,19.5514844607959,10.2400713653994,22.6977972082635,10.2234398500041,33.3665921478086,7.49672651180932,22.0993147815711,15.3493694583269,19.3383796145037,12.2502323241374,1.72654668297596,14.9730284657448,15.5895368531889,17.285498074002,17.0250601007901,76.8326155133267,32.3007677915608,27.1145187464708,8.6614727836996,15.1276591089443,24.5428961827915,10.2209741119301,4.28667313039523,9.06910565794622,14.9109490318676,10.734541871899,0.483358842429175,10.7148393045927,9.21750959327056,15.6554981722518,1.55267747028308,6.91068952024511,9.34852983910318,18.1327472675827,35.411878672572,12.2704958630487,14.8936084964992,7.64523371174808,11.8431666931894,12.7112688913883,10.5315541540677,8.63925841930716,1.51232987259919,6.49384104446579,11.8314988907211,1.53881805679295,6.78591652756386,1.48624614466084,-0.0587156338711152,10.5054824028691,3.75843286577666,6.12476999183671,2.87708739994885,18.6743976139999,11.7081329268146,26.471840693803,14.6435471788444,-0.619003973753742,8.8709789843736,7.1026666653333,0.285620736863094,2.8419436900158,5.76972514597836,2.72001157986227,2.60440748332454,0.139416897034907,6.03880631589142,4.55879469414666,1.9649032234184,-0.651910415906912,16.756363686751,6.21809824667561,-0.606593055627085,6.06024529996374,1.84364054253362,8.86577932276429,2.82744690243454,2.55663030687743,5.58476661022904,8.69977242117415,3.83987079336278,0.587911423370397,11.5843283205262,15.6889187383112,1.55109554110299,4.9529723770725,2.52341063379012,1.75281069048757,-1.10195360758309,1.23895706806786,-1.90953056392922,-0.302149462483171,1.7734475206885,0.960529872575566,2.8608044545676,0.433317074207739
"Cell 4",23.7980535215746,29.4660323959494,22.4200457234365,22.7625843231644,19.4555620638204,10.5292177748855,25.2718211675854,12.8522535586734,34.9405633748565,8.98756586346161,21.1129554884597,15.5202101992771,19.6705311897029,11.0027115642539,2.54839076644456,15.5496534153439,16.6373683769218,16.0156916221784,17.8468838401425,78.8333182045096,32.4813961391939,26.2402366284798,9.47509220263848,14.471472973517,22.3570229108233,10.0737367670911,5.01861780891992,8.89518910994685,13.4774770597418,11.9860794749763,0.825277474532396,11.8048263386114,7.3246520270823,15.3012732895831,3.26669087497034,7.46169197704851,10.8179448852242,19.672422760853,36.3168777603583,9.718773406191,11.9601833099449,8.47851803242529,11.9025249034321,11.1681682507628,10.7429313138131,9.37721019085686,4.04123224265239,6.59844693979865,9.4663727291515,0.624855410896878,7.43251265217459,0.592126087474028,1.87852916416955,8.60463556076541,0.899718629730974,4.58956247061032,4.31343763582571,17.2308638776286,11.0422609130669,24.4389234862627,16.8360241599481,-0.0331507989063072,6.27445708651873,8.14196889952139,2.43705904563619,2.15065340252861,5.55333592330638,3.00854350730381,3.4286933993243,2.28652568878913,7.53566404526089,3.20855762590364,3.35485787787615,-0.330927781242184,17.4391936050038,6.61090727400017,1.2300296227985,6.8088147440557,1.71837126442849,5.4616830695759,1.51021449636771,1.20929214147575,4.01743395960221,7.37268748536023,3.06325460902449,2.4315380331437,9.07361558196475,14.3229919554254,2.22537997334378,4.81397401015702,2.47300550371761,2.64103569569029,-0.402554896406272,2.53047793213614,-0.98738915912639,-0.419133263393002,1.27134853319905,0.557662781767019,1.0875393726412,0.0465830252637031
"Cell 5",24.2801907389648,30.4876184512012,21.1660035819153,26.5938635725621,19.4560681534922,11.6601746825623,25.11355944031,12.9810923144144,34.7017432879589,9.06152281464587,23.0907736971762,17.9286883161584,17.2893056927796,12.0661265649986,3.52240192893735,15.3969696194518,18.162981667628,15.4492794693548,19.5091086624449,76.3829201370531,35.0468480159718,24.9213240580738,8.66579102590368,11.6506578557563,22.4413760316986,8.24774846156384,6.41379886772185,8.41094391475005,14.2875657875731,12.6661999770005,0.0902969331410011,11.2541945526706,6.99258902401751,16.4202625748958,1.05765037989489,10.4829004776651,10.6145839936462,21.1950309208692,34.3309728249966,10.2879780497862,9.9030891677678,9.22291922348967,10.2235208329752,11.5186461557313,10.6260131710516,6.02986368699689,2.83713493173267,6.13209740200545,11.508498243021,1.18498050021555,6.30096349257901,0.2146064599118,3.33571930254936,10.9256364632657,4.77804636555983,5.30564596265713,5.90588891687645,17.9700865377004,13.5299219769626,26.1600268187833,17.0679630266933,-0.469816102152337,4.68577247419038,8.26254652441843,-0.619126459286297,3.27672528845852,3.84613207310997,0.798964667925093,3.72414625960348,-0.229804792244452,9.09999196825742,2.85677839456704,2.00521564167295,3.58895821186464,20.1053345522431,5.51620470514547,-0.172070398679539,4.11692116530332,-0.5004376554017,5.30444770492277,3.25487321683118,-0.304883201652254,5.01541294035361,11.5767563922502,1.49515713431264,0.947388195416017,7.72884864230319,13.1923417586738,-0.544907677789979,3.81323717045563,1.12464704556136,2.22412511917491,2.01670150892203,0.00342663412174987,2.11034748122341,1.92395651930641,-1.3527643286605,2.44166997765464,-0.903747492358313,0.445401348509845
"Cell 6",23.3311622765293,30.6647071040697,22.9051969058721,24.4937566826025,18.4500142596207,10.1863858872851,22.5004518163306,13.9106379974799,33.9185255339158,7.43518925263044,22.1385435329272,17.3244056673182,17.2807358451306,10.917172827427,2.46723407655776,16.6248506095915,16.9237193756131,15.2706148771799,18.9336856178074,77.8457170335264,33.4197012686073,25.66680793878,9.44051697392122,13.1282297613551,22.4912166271276,8.67747612750339,4.52141537133225,7.48369932267884,15.2475971550405,11.9852234642534,0.451577988163176,12.163055642064,7.72993486184356,16.3749110150325,1.24231170036134,9.78799010307368,10.5880972564235,19.0867161583257,35.0945237527605,10.8162932767218,12.6618721892006,9.68229251541003,11.0113515718142,10.770046024984,9.19564253308758,6.97736694030367,3.63430884092878,5.4792843098852,10.0786707234437,3.47936655173213,6.72271436766222,1.78381178509734,-0.954525400805843,10.7184705978941,2.7267732354036,4.86653097078103,4.37493395891187,17.4264235000273,12.7651919134407,25.8960854849939,17.3964772293152,-2.18815703423309,6.81669123625202,8.69246004749041,0.679436263949396,1.07212750444244,3.82931417550951,3.32881511447406,3.14830841224889,1.59100720220889,8.14346481659008,2.7525851581966,3.53928283578794,1.34543944801214,19.6335941999339,4.78567313909291,0.490117955428122,4.84899916291274,0.553936955969044,7.52121927444706,2.64240467673559,2.55588510677085,5.88607099530896,9.55771097576899,2.27072689598987,0.00591819036358832,8.84174492862326,13.8534698466529,1.40035809279012,3.6877388249398,-0.142870571571234,-0.866025784367902,0.0164942517577082,-0.780903603800514,0.101752309752503,1.31470061088833,-0.995316429127755,2.37939388742626,2.09256854273667,-0.49434800270633
"Cell 7",24.5907959003357,30.442529945107,22.8440789380822,24.2999788046177,20.2895972611018,10.7018723577115,25.1984119491102,11.9398030811933,35.717368515321,13.0827936263032,22.296793928661,18.0374547901911,16.764666307363,12.1190214773303,3.35462895021598,15.275128697983,16.9722530642987,15.5341034624545,19.3626232650111,77.8538122275207,33.1078456137744,22.8153728762795,6.84072862442726,14.541364772869,22.2133655445979,9.8939676060747,6.56353996043641,6.58080555196128,14.7596282297451,10.3370282584965,2.25483580161416,11.8453992683302,5.35366132653211,17.4781391849624,2.52451033293198,9.99088513197333,10.6410188010289,21.9181472149258,35.7890037678532,8.61565403216832,11.2200443562593,9.83074574325638,11.6670089441577,10.2732380463063,9.52864325786424,6.77074483527124,2.48706611376374,7.24273405030227,9.72351625580964,2.02781414460298,5.6955987931931,-0.664849998499105,0.929752727073727,10.98078277791,4.12471108011584,3.45058387740611,5.83967524243895,19.0974976651644,11.8521287609783,26.94114901247,17.3927949985907,1.31293971351576,6.6333676527263,8.68648060471372,0.227837853596131,-0.174029664278691,4.54855818048715,3.04757959322801,2.61899989878781,0.116879605150414,7.91223479973178,4.60900131941276,3.50419430340533,1.07538354698691,18.8877298653259,3.97337655701965,-0.325369252298485,5.40842563511565,-0.107605982234583,4.07894083620668,4.51325998562631,0.381090396205034,5.87535922382784,8.67267673926745,1.11894271902698,2.27147617525466,8.62169377666721,14.5328811994217,-0.153534245656849,3.96161642421329,1.74830473573034,1.70675377552624,0.517751389012058,0.00919375393951005,0.776682069205458,1.39109726169652,0.303418134908491,1.61363183056752,0.263287150485827,-0.927475412498493
"Cell 8",23.3844483479489,29.5044939513369,21.9589552963137,22.6263793957447,18.8886653770862,12.2557448738998,24.236840474399,13.8993667610734,36.975062365336,9.7942666629432,22.1440390165023,17.6922621165155,15.256110781238,12.4083267846081,3.97800367490704,16.0547330200919,16.3357513213879,13.9958209246189,19.2579259616825,75.5570152272247,33.4045645502558,24.3636924065404,8.51988272764259,15.2057011373334,23.2129707820699,9.41563824200882,7.2648877909889,6.65987488388098,14.7802351636729,12.0709101322408,-1.08192483340911,12.006934368186,7.84028202243899,16.6257680206957,0.17530615547254,10.7445582751562,12.3023979569497,21.3560288480607,35.3195531456952,10.487607669548,11.2593997819047,9.32825372177831,9.43896669090567,10.5450910311617,10.8110129814231,5.88925510181054,2.16466629146139,7.70187503404458,11.1370642426845,0.260168777768588,6.79430855111852,1.52613143190342,0.605204088732431,11.5004210571512,3.42123047136764,2.90317441329747,5.35637813390409,18.2035417781392,14.1587515615385,26.516244899454,17.6742052556331,0.462785151414997,6.12736792297868,8.17075807349678,-1.12461702444418,2.82059169437433,4.4268132106333,2.72211176747896,2.93322198500369,-0.896610121709152,7.644722144172,2.05725541053387,3.54860039788437,2.0505022778011,18.8405301124877,6.78439541281844,-0.195539675767262,4.62788623132113,0.123305306884979,6.63345948644117,3.95069123404156,-0.159639468731597,7.12259453532934,10.3147300833201,0.75520132268693,1.57288367150222,9.01231967646916,14.6790392826284,-0.274024337408884,6.1868941203729,1.22354514251303,1.85440677027683,1.26755159182857,-0.230080740497369,2.15970339719142,2.2686505187169,-0.14334681651288,3.32356368931147,-0.454431367416572,0.789737654900654
"Cell 9",23.3464895295061,30.2423303174735,21.6710720857337,24.9667785140667,20.502829015676,10.3280575259195,23.1947398241442,13.3891823888145,36.1226582693286,10.8360250174375,21.8530922882826,17.605309329415,16.8497694821871,11.8620411528843,4.39042502866987,15.1379856711275,17.6365570664228,14.0164254439056,19.5723768990801,77.6278455422232,34.0982891909531,23.4209315036541,9.19413369605537,15.346293351559,22.9176612846325,9.54447285723516,6.50079031728489,6.60841862939021,15.4665483307798,11.5924200583409,0.511348637278085,11.577987689675,8.06616540251666,16.7302081844632,0.630135223063483,11.4290127821889,12.3849037077373,20.7431442280479,34.6048089524269,9.25977710525789,10.7748032430478,10.1751857513646,9.14550974742692,10.6333750445266,11.904357681725,5.01537371100643,3.53268119386911,5.80526967835937,11.0260409241106,0.516330231654297,6.19375644802629,1.48329150494073,1.67062397071551,12.2560529876756,3.79775430006353,3.01734193748991,5.71131232574276,19.2090709846104,12.8969743332426,27.8676234522639,16.8660507051054,1.03279516837746,5.60984155687448,10.5383381347199,0.107185472354408,1.41977262482051,2.22355799349446,4.11047846249765,3.67000059254281,0.0256861695121886,7.3136564658963,3.56423392422714,2.20619283952841,1.29498250259998,20.373782745663,3.85309335204465,2.52745083268751,3.31966932538634,-0.835954515921786,4.65536241426695,3.44064976921179,-0.175811974132614,6.9106526082877,11.4563228414648,-0.307330067049581,1.95083931825484,6.02894506740746,15.8982867206674,0.0972367984769716,6.09274726857459,-1.43792273063493,-2.29332484207912,2.14395425335845,-0.276417430257364,2.17028585727436,2.62071221926188,0.7266054471556,2.64318827572958,0.185914256519344,2.62544858011277
"Cell 10",23.5084863556181,31.6851069578595,22.5610573615626,22.7855877607358,21.8149276212889,12.1704075702678,23.5485754323917,12.6105601032625,34.5036709700013,11.0823207711022,22.6422254574941,16.7892209958524,18.3372714600889,10.8039297752299,2.37384014436547,14.2109885104096,16.1325610925206,16.1269129699665,18.0616695128442,76.7678966233379,33.3936953556718,24.164970185272,8.75929804222196,12.4358134977714,20.9071963995252,7.90833811304438,7.07824856774708,8.68373314645,15.9420516828274,10.9302285224647,1.38615854593118,11.3497010339026,7.48128704659128,16.715178728364,2.95953579005219,8.55204427910282,10.3742163985186,22.1576156037732,36.9423714529381,9.60836755337369,10.7307640752057,8.87970546463792,10.2947940241723,9.67479694862427,13.2804500660129,7.08368559838782,1.59350788207153,5.90086121534882,9.71670350465218,3.86750369285161,6.20432448543333,-0.492469239874553,0.104130340103027,10.424600652577,3.69069740975239,4.50400842641537,3.76261837673487,16.5813698509136,12.9089999558576,27.3517223502406,17.4204680672649,-1.03171200849173,8.39968201955335,9.10828198039954,0.253612387500486,2.05238923262024,4.65527805966114,2.16846936139673,3.70882098968639,1.43289069920234,5.86541745314955,3.48868849865279,2.95238869894804,0.790571676283153,19.4069311729866,6.11350558361556,-2.18968463607938,4.67912389541054,-0.330571360728423,6.72914452675903,2.93961223162163,-0.998124516917416,5.51776426378184,10.1095141929167,1.34867875617848,1.52785878535554,7.22966248017432,11.9554959480925,-0.735674747120902,4.244610153476,3.74684748817171,1.63922955188943,0.900397491088096,0.121436530137463,1.16172782226148,1.68438133819072,-1.53030501493552,2.2517409817998,2.20533597729797,0.0981544335083553
